PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2015,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2016,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2017,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2018,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2019,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2020,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2021,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2022,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2023,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2024,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2025,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2026,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2027,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2028,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2029,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2030,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2031,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2032,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2033,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2034,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2035,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2036,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2037,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2038,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2039,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2040,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2041,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2042,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2043,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2044,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2045,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2046,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2047,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2048,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2049,,,,,,6.4
ResidualCapacity,OP15C,CR,DIST_LPG,,,,2050,,,,,,6.4
ResidualCapacity,OP15C,CR,PPBIO001,,,,2015,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2016,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2017,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2018,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2019,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2020,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2021,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2022,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2023,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2024,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2025,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2026,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2027,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2028,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2029,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2030,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2031,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2032,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2033,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2034,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2035,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2036,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2037,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2038,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2039,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2040,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2041,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2042,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2043,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2044,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2045,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2046,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2047,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2048,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2049,,,,,,0.03
ResidualCapacity,OP15C,CR,PPBIO001,,,,2050,,,,,,0.03
ResidualCapacity,OP15C,CR,PPDSL001,,,,2015,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2016,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2017,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2018,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2019,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2020,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2021,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2022,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2023,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2024,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2025,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2026,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2027,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2028,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2029,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2030,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2031,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2032,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2033,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2034,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2035,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2036,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2037,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2038,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2039,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2040,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2041,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2042,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2043,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2044,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2045,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2046,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2047,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2048,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2049,,,,,,0.381
ResidualCapacity,OP15C,CR,PPDSL001,,,,2050,,,,,,0.381
ResidualCapacity,OP15C,CR,PPFOB001,,,,2015,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2016,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2017,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2018,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2019,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2020,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2021,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2022,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2023,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2024,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2025,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2026,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2027,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2028,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2029,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2030,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2031,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2032,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2033,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2034,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2035,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2036,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2037,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2038,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2039,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2040,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2041,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2042,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2043,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2044,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2045,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2046,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2047,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2048,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2049,,,,,,0.214
ResidualCapacity,OP15C,CR,PPFOB001,,,,2050,,,,,,0.214
ResidualCapacity,OP15C,CR,PPGEO001,,,,2015,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2016,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2017,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2018,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2019,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2020,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2021,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2022,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2023,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2024,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2025,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2026,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2027,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2028,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2029,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2030,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2031,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2032,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2033,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2034,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2035,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2036,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2037,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2038,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2039,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2040,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2041,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2042,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2043,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2044,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2045,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2046,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2047,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2048,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2049,,,,,,0.206
ResidualCapacity,OP15C,CR,PPGEO001,,,,2050,,,,,,0.206
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2015,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2016,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2017,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2018,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2019,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2020,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2021,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2022,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2023,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2024,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2025,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2026,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2027,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2028,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2029,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2030,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2031,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2032,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2033,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2034,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2035,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2036,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2037,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2038,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2039,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2040,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2041,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2042,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2043,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2044,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2045,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2046,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2047,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2048,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2049,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHDAM001,,,,2050,,,,,,1.13
ResidualCapacity,OP15C,CR,PPHROR001,,,,2015,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2016,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2017,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2018,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2019,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2020,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2021,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2022,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2023,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2024,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2025,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2026,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2027,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2028,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2029,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2030,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2031,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2032,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2033,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2034,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2035,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2036,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2037,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2038,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2039,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2040,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2041,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2042,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2043,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2044,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2045,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2046,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2047,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2048,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2049,,,,,,1.21
ResidualCapacity,OP15C,CR,PPHROR001,,,,2050,,,,,,1.21
ResidualCapacity,OP15C,CR,PPPVT001,,,,2015,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2016,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2017,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2018,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2019,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2020,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2021,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2022,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2023,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2024,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2025,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2026,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2027,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2028,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2029,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2030,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2031,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2032,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2033,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2034,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2035,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2036,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2037,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2038,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2039,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2040,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2041,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2042,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2043,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2044,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2045,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2046,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2047,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2048,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2049,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPPVT001,,,,2050,,,,,,0.0054
ResidualCapacity,OP15C,CR,PPWNT001,,,,2015,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2016,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2017,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2018,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2019,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2020,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2021,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2022,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2023,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2024,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2025,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2026,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2027,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2028,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2029,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2030,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2031,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2032,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2033,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2034,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2035,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2036,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2037,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2038,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2039,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2040,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2041,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2042,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2043,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2044,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2045,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2046,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2047,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2048,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2049,,,,,,0.39
ResidualCapacity,OP15C,CR,PPWNT001,,,,2050,,,,,,0.39
ResidualCapacity,OP15C,CR,TDDIST01,,,,2015,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2016,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2017,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2018,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2019,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2020,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2021,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2022,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2023,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2024,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2025,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2026,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2027,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2028,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2029,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2030,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2031,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2032,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2033,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2034,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2035,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2036,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2037,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2038,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2039,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2040,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2041,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2042,,,,,,34.18
ResidualCapacity,OP15C,CR,TDDIST01,,,,2043,,,,,,34.18
